screen_name,date,tweet,likes,retweets 
chrisnelder,2020-07-25 01:40:26,@JAndersonEnergy Not for newbuilds,1,0
chrisnelder,2020-07-25 00:37:25,"@Jamesco Well my, my. Talk about a chance to kick back, have a beer, and just appreciate my good fortune.",0,0
chrisnelder,2020-07-25 00:35:40,@brendanpierpont 😃,0,0
chrisnelder,2020-07-25 00:34:29,"Just me, or does everybody get spam mail every day from purveyors of pipes, fittings, and valves?",2,0
chrisnelder,2020-07-25 00:05:36,"Show of hands: Who agrees with the Army Corps of Engineers that this project, unequivocally, will not result in “long-term changes in the health of the commercial fisheries in Bristol Bay?” https://t.co/G0XUaZzgzh",2,0
chrisnelder,2020-07-24 21:11:08,"I have a joke about building nukes, but it just goes on and on and never finishes.",343,38
chrisnelder,2020-07-24 19:41:58,"I have a joke about RCP8.5, but it isn't realistic. https://t.co/1isPWPKZSy",34,2
chrisnelder,2020-07-24 17:38:09,"@leahstokes @daveregrets @DavidPomerantz @AnyaSchoolman Turkish or go home, I say.",1,0
chrisnelder,2020-07-24 17:37:50,@leahstokes @DavidPomerantz @daveregrets Ah interesting... I figured it was something like that.,1,0
chrisnelder,2020-07-24 17:37:09,@daveregrets @DavidPomerantz @AnyaSchoolman @leahstokes I only used CA bay laurel when I wanted my food to taste like turpentine.,2,0
chrisnelder,2020-07-24 17:32:01,@leahstokes @DavidPomerantz @daveregrets No but really I want to know all about the pans. Where you got 'em and what you use 'em for.,3,0
chrisnelder,2020-07-24 17:31:23,@DavidPomerantz @AnyaSchoolman @daveregrets @leahstokes 🤣,2,0
chrisnelder,2020-07-24 17:25:30,@daveregrets @leahstokes @DavidPomerantz I was thinking the same thing! Love the canned goods but tell me more about the pans!,2,0
chrisnelder,2020-07-24 17:14:34,@leahstokes @daveregrets Suggestion: https://t.co/ukFHDlRgJc,0,0
chrisnelder,2020-07-24 17:00:50,@daveregrets Nothing better when they're fresh. Or even just on bruschetta.,0,0
chrisnelder,2020-07-24 16:59:40,@daveregrets Sounds delicious. Let me guess: You make a Hakuna Frittata.,0,0
chrisnelder,2020-07-24 16:55:31,"@daveregrets I think the real question is...what are you going to do? 
I'm guessing something involving pico de gallo...",1,0
chrisnelder,2020-07-24 15:03:12,@speedius Dig it.,1,0
chrisnelder,2020-07-24 14:49:27,Sending this back around as another example. Remarkable. https://t.co/yvo8tweQaZ,21,8
chrisnelder,2020-07-24 14:48:33,@speedius Tell me more...how is the character different now?,0,0
chrisnelder,2020-07-24 14:43:20,I am loving these videos of formerly car-choked streets now filled with bicyclists. https://t.co/tL1R85FrhF,195,48
chrisnelder,2020-07-24 03:26:21,@KillamLuke @djmurphy04 Thank you!,0,0
chrisnelder,2020-07-23 22:52:50,@drvox @greenqween,1,0
chrisnelder,2020-07-23 19:06:21,"There's the roundup I've been waiting for! Nice work, @Matt_Kasper https://t.co/LS0akrFAY0",7,4
chrisnelder,2020-07-23 19:03:50,@RabagoEnergy Well... you sure as hell can't do it on an equal footing in an competitive market.,8,1
chrisnelder,2020-07-23 14:32:57,"@henrifdrake @DrSimEvans @JustinHGillis @AndrewDessler @hausfath @jswatz @CarbonBrief Fascinating! Thanks for the explanation, Henri.",0,0
chrisnelder,2020-07-23 14:03:31,@DrSimEvans @JustinHGillis @AndrewDessler @hausfath @jswatz @CarbonBrief Love the animation! Can somebody explain to me the relevance of a doubling of CO2 as the reference point?,0,0
chrisnelder,2020-07-23 01:02:30,@mateosfo ICYMI https://t.co/yvo8tweQaZ,1,0
chrisnelder,2020-07-23 00:55:07,Indeed... we did a whole @TransitionShow episode about it with @thadmoore https://t.co/MKEb2p9PnR https://t.co/oI8UENMWeT,2,0
chrisnelder,2020-07-23 00:46:23,"@JustinHGillis @AndrewDessler @jswatz @hausfath @CarbonBrief Exactly… especially if it could show not just the shrinking of the uncertainty bars, but a growing consensus of multiple studies/data sets, to reinforce the strengthening of the research base and not just improved accuracy.",2,0
chrisnelder,2020-07-23 00:40:40,"@AndrewDessler @jswatz @hausfath You know what would make a great visualization is taking this chart, then showing the bars shrinking to the new range. Maybe @CarbonBrief could do a short animation?",1,0
chrisnelder,2020-07-22 23:45:05,"@KyleStock No, but you did just make me flash back to a time when my Twitter stream was littered with unwanted Foursquare checkins...",2,0
chrisnelder,2020-07-22 23:42:01,"@codywillard Well, there's an outside-the-box thought! Thanks Cody!",0,0
chrisnelder,2020-07-22 23:32:14,"@codywillard I like it. In addition to the 5G rollout,  the whole world has just realized that their internet service is not up to snuff for everyone working and videoconferencing at home, and everybody's going to want an upgrade. Anybody besides $CSCO and $QCOM you like for that thesis?",0,0
chrisnelder,2020-07-22 21:22:04,@ohetweet @leahstokes That's wild! I will be very interested to see if this one makes it into law. https://t.co/TNHhnqDD97,1,0
chrisnelder,2020-07-22 20:21:30,"Excellent @leahstokes commentary on the bribery scandal over Ohio's nuke bailout, and other similar shenanigans around the country: ""Most electric utilities are resisting the clean energy transition and using corruption to do it."" https://t.co/mp5c6i3DjV",31,16
chrisnelder,2020-07-22 19:50:29,@stevevai @aldimeolamusic And let's hear it for another great Italian...,4,0
chrisnelder,2020-07-22 19:46:37,"@PJCavan @JeffLFox @ramez @Noahpinion @nebulousmenace @JesseJenkins @KenCaldeira Hey, look: ConEd is now offering a tariff that compensates residential demand response. https://t.co/bH4QQYhdbw",3,0
chrisnelder,2020-07-22 19:07:08,"@alannogee @leahstokes @JigarShahDC @Guay_JG @MLiebreich @DavidPomerantz @energysmartohio That's a great point. Leah could always pivot to hippie-punching and start raking in that sweet, sweet ""contrarian"" cash.",9,0
chrisnelder,2020-07-22 18:43:29,@JigarShahDC @leahstokes @Guay_JG @alannogee @MLiebreich @DavidPomerantz @energysmartohio Yes but Jigar this is about getting PAID.,2,0
chrisnelder,2020-07-22 18:43:09,@mikekruger @DrChrisClack @duncan__c Love that idea. I also love this concept from @SolutionaryRail to use rail corridors for transmission. https://t.co/rudeWKb55n,8,2
chrisnelder,2020-07-22 18:41:24,@leahstokes @Guay_JG @JigarShahDC @alannogee @MLiebreich @DavidPomerantz @energysmartohio 100%. They might even give you your own show. Esp. if you could weave in some supportive (but carefully coded) comments about right-wing militias.,6,0
chrisnelder,2020-07-22 18:36:19,A critical point (and good thread) explaining what many casual observers will undoubtedly misunderstand about this new study. https://t.co/wEmeKz0IOx,1,2
chrisnelder,2020-07-22 18:33:46,"@leahstokes @Guay_JG @JigarShahDC @alannogee @MLiebreich @DavidPomerantz @energysmartohio Well, lowering your standards is always an option.",4,0
chrisnelder,2020-07-22 18:32:02,"@JigarShahDC Can't wait to see what that fuel actually costs....and then, how they'll find a way to get airlines to buy it instead of kerosene.",1,0
chrisnelder,2020-07-22 16:15:19,Ever wondered how a power plant or a solar PV panel works? Or why so many of our devices use DC but the transmission and distribution systems use AC? We have answers to all of that in this episode. Feedback welcome! https://t.co/FxhzyXIxmA,25,4
chrisnelder,2020-07-22 15:51:45,@danahull Creative! I used to use a leaf blower to light up wet burn piles in the rain when I was doing eucalyptus clearing in Marin...,1,0
chrisnelder,2020-07-22 04:05:24,@carboncounts @CostaSamaras @toddntucker @MarkVinPaul Why yes... yes we did do a paper on that. https://t.co/vMjGZXkRkR,4,0
chrisnelder,2020-07-22 01:54:47,"@benserrurier More like house loser, amirite?",2,0
chrisnelder,2020-07-21 22:07:23,@robbieorvis @minshudeng Maybe the long-running ASCE Infrastructure Report Cards? https://t.co/yEZhW7gdFJ,3,0
chrisnelder,2020-07-21 21:53:50,https://t.co/5iEsaTwXNR https://t.co/j4suNxKNuD,1,0
chrisnelder,2020-07-21 21:51:40,@benserrurier @CostaSamaras 🤣,1,0
chrisnelder,2020-07-21 21:51:16,"@TKavulla @TransitionShow Now that I think about it, we've actually done two more @transitionshow episodes that are pertinent to this Ohio corruption story: Ep. 41 with @GavinBade on bailouts as a nuke survival strategy; and Ep. 73 on regulatory capture by industry: https://t.co/9dgWeRRtxO",4,0
chrisnelder,2020-07-21 21:44:18,"@CostaSamaras @toddntucker @MarkVinPaul And that's just the capex side! Our reports on the opex side, especially the impact of non-coincident demand charges in inappropriate rate designs, are the real killer.",5,0
chrisnelder,2020-07-21 21:11:17,"Really, Chrissie Hynde said it best. https://t.co/OrRdAzo8wi https://t.co/V4p9TQhGRr",2,0
chrisnelder,2020-07-21 20:39:02,Holy Toledo... it's been a big day for bribery law enforcement in Ohio. https://t.co/VfpGlwowtt,13,1
chrisnelder,2020-07-21 17:52:40,@DavidPomerantz @JustinHGillis @BryceJohanneck @energysmartohio @JesseJenkins @leahstokes @cleantechfacts Thanks affiDAVID,5,0
chrisnelder,2020-07-21 17:36:36,"We first covered the dark money campaign for this nuke bailout in Ohio back in October, in our conversation with @TKavulla in @TransitionShow Ep. 105 https://t.co/Qef5vCuLx2",8,0
chrisnelder,2020-07-21 17:12:06,"@TransitionShow We also talked about the Ohio nuke bailout with @leahstokes in Ep. 121 https://t.co/n5DVLrYZs5

A few more links on the Ohio influence peddling scandal that led to today's arrests: 
https://t.co/nbxEeSppKO

https://t.co/kWPePSjcJq

https://t.co/gczFN5rV77

https://t.co/RBdDGMqGwG",15,1
chrisnelder,2020-07-21 17:07:29,"I've said it before and I'll say it again: With their huge, opaque budgets and massive public funding requirements, nuclear power plants are corruption magnets. We covered this in @TransitionShow Ep. 62: https://t.co/MKEb2p9PnR https://t.co/kfvYNqQ55b",33,12
chrisnelder,2020-07-21 04:33:36,"So many petulant, selfish adult toddlers out there. It’s shocking. https://t.co/AuJ768GhHS",18,1
chrisnelder,2020-07-21 01:22:46,"@azevin @MilesFarmer @drvox @whgorman Yeah. I don't have a fully-developed view on this, but my guess is that the best policy would be to allow storage and generators to get interconnections and claim incentives no matter where they are, or what else they're built with or connected to.",1,0
chrisnelder,2020-07-21 01:16:53,"@azevin @MilesFarmer @drvox @whgorman Yeah, me too. My take-away was that there are a lot of factors that must be taken into account. What is optimal from one perspective may be sub-optimal from another, and policy might never guide projects toward *any* kind of optimization. Much more research needed.",1,0
chrisnelder,2020-07-21 00:40:25,"@factsimilie @drvox @TransitionShow I'm not ""pitching"" my podcast, and I'm not here to convince you of anything. I merely offered it as a resource you could use if you really cared about fact-checking this. Do with it as you will, or not. It makes no difference to me.",1,0
chrisnelder,2020-07-21 00:02:28,"@factsimilie @drvox @TransitionShow Yes. One of the many assertions the movie gets wrong. But since I spent many hours researching and producing a podcast about it, I'm not going to relitigate it in tweet form. I just thought you might want to, you know, check your facts.",0,0
chrisnelder,2020-07-20 23:59:41,"@factsimilie @drvox @TransitionShow I can't speak to what ""most people think"" but I can tell you that Ivanpah does not use gas the way that Ozzie said it does, and that Ivanpah is not representative of all solar plants in its design or operation.",0,0
chrisnelder,2020-07-20 23:04:16,"@factsimilie @drvox Since you're in the fact-checking business, you might want to compare what Ozzie said to the actual operational facts of Ivanpah. He completely misrepresented it. (You might also want to check out @TransitionShow Ep. 125 about the film https://t.co/DE3MMrTU7y)",1,0
chrisnelder,2020-07-20 20:48:42,"@ChefZare In addition to cooking the potato first and squeezing the water out of the onion, this recipe calls for some flour. That sounds more like it. Does this look about right to you? https://t.co/PHJYpE9t3J",1,0
chrisnelder,2020-07-20 20:44:32,"@ChefZare Hm, not finding a how-to video, just this one: https://t.co/mLIzCdTchy",1,0
chrisnelder,2020-07-20 20:39:06,"@ChefZare @rezamarashi Yup, that's what my recipe calls for. I'll try your techniques and check out your video. Thanks chef!",0,0
chrisnelder,2020-07-20 20:31:03,"@ChefZare @rezamarashi Oh, you boil the potatoes first? That wasn't in the recipe I have. I think that probably would reduce their water content...Squeezing the water out of the onions seemed like an obvious next step for me as well. I'll give that a try, along with the yogurt! 

Thanks Hoss!",1,0
chrisnelder,2020-07-20 20:25:03,100% https://t.co/tZWSa4FpJa,3,0
chrisnelder,2020-07-20 20:09:15,For those of you who thought the whole #RCP85isBollox thing was passé and irrelevant... not so. https://t.co/ubs6BgUFsx,4,0
chrisnelder,2020-07-20 15:35:18,"@ElephantEating See p. 42 here https://t.co/cCviRz35n8
3/4 of the models available are only available in China.",4,0
chrisnelder,2020-07-20 15:16:00,@DhieSahar @AukeHoekstra @JustinHGillis @MLiebreich @hausfath @Sustainable2050 @NOAA_ESRL @IUCNPenguin @jritch @Peters_Glen @IPCC_CH @Sci_or_Fic Perhaps @Sustainable2050 has a suggestion for you on that.,1,0
chrisnelder,2020-07-20 02:21:11,@rezamarashi Also: I discovered that gochujang chili sauce makes an excellent accompaniment.,0,0
chrisnelder,2020-07-20 02:20:36,"@rezamarashi So, thanks to your inspiration, I made kotlet for the first time. Not sure about this recipe though. I had to add a ton of breadcrumbs to soak up all the liquid. I feel like it would work better if I squeezed the water out of the grated potatoes &amp; onions first?",3,0
chrisnelder,2020-07-19 23:32:00,@hinds_sight @Noahpinion Leaving aside the other hundred factors that matter… sure. That’s exactly the kind of linear projection that always causes these estimates to be wildly off the mark.,1,0
chrisnelder,2020-07-19 23:22:18,"@hinds_sight @Noahpinion So are you just speculating offhand, or are you familiar with the modeling behind this particular projection?",0,0
chrisnelder,2020-07-19 23:21:05,"@Noahpinion This guy just discovered the underlying assumptions, four papers deep from the original footnote. https://t.co/wVOyHagTmW",7,2
chrisnelder,2020-07-19 23:19:08,"@Wordie @Noahpinion It’s been years since I researched that, so I don’t have them handy, but just Google it. Tons of stuff out there. Esp. for the widely-used World Bank estimates. Or… just trace back through the footnotes from this projection.",1,0
chrisnelder,2020-07-19 23:14:21,"@Noahpinion Or not. Once you open the lid on those models, you find some highly uncertain assumptions…",3,0
chrisnelder,2020-07-19 17:36:42,@beermoneyarb Thanks for the suggestion! I have added it to the list.,0,0
chrisnelder,2020-07-18 22:40:33,"@energysmartohio @WYeates @octopus_energy @EsTresidder I wondered if there also might be a timer or smart control unit that he could just add on, so he doesn't have to replace the water heater.",1,0
chrisnelder,2020-07-18 22:37:42,@WYeates @octopus_energy Then you'll want a programmable hot water heater that can be programmed to take advantage of that tariff. Maybe @energysmartohio or @EsTresidder can point you in the right direction for that.,2,0
chrisnelder,2020-07-18 22:35:50,"@WYeates Well, on the utility side, see if you can find a utility (like @octopus_energy) that gives you renewable power supply and sends a time-of-use signal, e.g., https://t.co/708tKPgpfn",0,0
chrisnelder,2020-07-18 22:28:37,"@WYeates Is that really your question? You're just curious about how it works, for no particular reason?",0,0
chrisnelder,2020-07-18 17:25:42,@Guay_JG I have absolutely no idea about the next stimpak...,2,0
chrisnelder,2020-07-17 23:32:32,@mims News is over-fished. There’s no news left. Just bait. Oceans of bait.,12,4
chrisnelder,2020-07-17 21:17:56,"@JohnMashey @jgkoomey I so wish there was still something like the Bell Labs I remember from the 60s/70s... 
But that has nothing to do with bailing out a failing fossil fuel industry IMO. Buying junk bonds that the market rejected long ago is not a suitable role for the federal government.",1,0
chrisnelder,2020-07-17 21:04:25,@scotthomasson @RabagoEnergy You give those guys WAY too much credit. This move was old wine (more like vinegar at this point) served in new jars.,1,0
chrisnelder,2020-07-17 20:52:33,"@mims I'm not sure that sort of generalization is meaningful here. Look at the full suite of new electric mobility technologies (scooters, one-wheels, unicycles, bicycles, skateboards) and services (car-sharing, ride-sharing) and they're all transforming society in the aggregate.",5,0
chrisnelder,2020-07-17 20:49:33,"@JohnMashey @jgkoomey That's a distinction without a difference IMO. A federal loan is a federal loan. The risk it transfers to the public was the issue. Not whether or not it was ""forward-looking.""",1,0
chrisnelder,2020-07-17 20:20:05,"That's around 1.5 Solyndras' worth, but the GOP hasn't made a peep about it. https://t.co/N6TGjafjyw",46,25
chrisnelder,2020-07-17 02:29:05,@michaelhenchen @lhknightbbc @JesseJenkins @ramez @Noahpinion @nebulousmenace @KenCaldeira Yeah I'm definitely fighting Xcel's control algorithm AND the Nest's...I have to override them resetting the thermostat every day. We'll see. Fun experiment.,1,0
chrisnelder,2020-07-17 01:45:17,"@michaelhenchen @lhknightbbc @JesseJenkins @ramez @Noahpinion @nebulousmenace @KenCaldeira Thanks Hench. BTW, I'm eager to see my first Xcel bill under my new TOU tariff while using the precooling method you suggested. Cooling down to 64 overnight, the AC hasn't kicked in until late afternoon even with this stretch we've had in the 90s.",0,0
chrisnelder,2020-07-17 00:48:55,"""For just 5 percent of what the U.S. has spent on its COVID-19 recovery package, it could have bought out and retired every coal plant in the world."" sez @Guay_JG https://t.co/DwzipkoUW1",71,36
chrisnelder,2020-07-16 23:29:52,"@jtaggart09 Anyway...as long as we can have one standard over here, I'm happy. This dual-standard stuff has been SUCH a drag.",0,0
chrisnelder,2020-07-16 23:28:56,"@jtaggart09 Yes, that's what I was alluding to.",0,0
chrisnelder,2020-07-16 23:21:53,@jtaggart09 And just when we thought it might have new life in ultra-DCFC...,0,0
chrisnelder,2020-07-16 22:48:58,"@PJCavan @JeffLFox @ramez @Noahpinion @nebulousmenace @JesseJenkins @KenCaldeira Ah yeah, good qualifiers there... agree. It's complicated.",2,0
chrisnelder,2020-07-16 22:41:12,"@JeffLFox @PJCavan @ramez @Noahpinion @nebulousmenace @JesseJenkins @KenCaldeira Yes. And while all of Jesse's examples of flexible demand are useful, they're all voluntary actions in response to a price. Whereas a demand response action, strictly speaking, is not about price, but rather grid conditions.",2,0
chrisnelder,2020-07-16 22:06:06,"@brucenilles @drvox @leahstokes @billmckibben @jnoisecat @GinaNRDC @FredKrupp @russellgold An oil company that (I believe) has invested more into EV charging infrastructure than any other oil major, yes.",4,1
chrisnelder,2020-07-16 22:00:38,"@JeffLFox @ramez @Noahpinion @nebulousmenace @JesseJenkins @KenCaldeira ""Flexible demand"" is a broad, non-technical term referring to all sorts of devices and ways of reducing OR increasing demand, in order to take advantage of a tariff or spot pricing or grid conditions generally, and isn't RE-specific at all.",0,0
chrisnelder,2020-07-16 21:59:04,"@JeffLFox @ramez @Noahpinion @nebulousmenace @JesseJenkins @KenCaldeira I would say...neither. 
""Demand response"" is a technical term usually referring to when a utility puts out a notice (e.g., on the Open ADR system) asking users to reduce load, and then compensates users for doing it through mechanisms described in their tariffs.",1,0
chrisnelder,2020-07-16 21:20:34,@lhknightbbc @JesseJenkins @ramez @Noahpinion @nebulousmenace @KenCaldeira Cheers,1,0
chrisnelder,2020-07-16 21:08:56,@JesseJenkins @lhknightbbc @ramez @Noahpinion @nebulousmenace @KenCaldeira ...times ~135 million HVAC systems in the US alone equals....,1,0
chrisnelder,2020-07-16 21:07:20,@lhknightbbc @JesseJenkins @ramez @Noahpinion @nebulousmenace @KenCaldeira @michaelhenchen can answer that for you.,0,0
chrisnelder,2020-07-16 21:06:27,@JesseJenkins @lhknightbbc @ramez @Noahpinion @nebulousmenace @KenCaldeira Sorry. It's been a testy day over here.,3,0
chrisnelder,2020-07-16 20:52:04,"@JesseJenkins @lhknightbbc @ramez @Noahpinion @nebulousmenace @KenCaldeira Yes I agree that they're both large. I just don't think Laurence has actually done the math to back up the assertion that chemicals &amp; materials are the biggest. There are lots of other big ones too, like HVAC!",0,0
chrisnelder,2020-07-16 20:44:13,"@lhknightbbc @ramez @Noahpinion @nebulousmenace @JesseJenkins @KenCaldeira Yes, I'm aware of that.",1,0
chrisnelder,2020-07-16 20:42:02,"@lhknightbbc @ramez @Noahpinion @nebulousmenace @JesseJenkins @KenCaldeira And when all light duty vehicles are EVs, they are expected to increase total US electricity demand by 25%. So I would dispute your assertion that those sources are the ""biggest"" sources of flexible demand. Unless you have different numbers for EVs.",2,0
chrisnelder,2020-07-16 20:37:29,@lhknightbbc @ramez @Noahpinion @nebulousmenace @JesseJenkins @KenCaldeira Why do you think all of those forms of flexible demand will be larger than EVs?,1,0
chrisnelder,2020-07-16 20:28:01,"@ramez @Noahpinion @nebulousmenace @JesseJenkins @KenCaldeira I was going to chime in on that very point myself... as well as a lot of other things. E.g., most of the projected need for storage is for seasonal heating, which I think is much more likely to be met with thermal (not battery) storage solutions, building technologies, etc.",3,0
chrisnelder,2020-07-16 19:58:00,"@Noahpinion @ramez @nebulousmenace @TransitionShow ""Intermittency"" is not a reason to deploy storage, full stop. System balancing happens at the system level, not the generator level, and no generator of any kind is 100% available or reliable.",2,0
chrisnelder,2020-07-16 19:56:52,"@Noahpinion @ramez @nebulousmenace I have reviewed numerous papers on this subject, esp. wrt using EVs as storage assets, and as I have said many times on @TransitionShow we won't know for several decades how much storage we'll need for various use-cases, and we can't know what the options or costs will be by then",1,0
chrisnelder,2020-07-16 19:19:09,@AukeHoekstra @Twundit @mayaVirg 😁,1,0
chrisnelder,2020-07-16 19:07:51,"@64Wps @DitheringWenger @ClarkWDerry Ah, interesting. Thanks!",0,0
chrisnelder,2020-07-16 17:58:20,@noahxgarcia TYS!,0,0
chrisnelder,2020-07-16 17:57:23,@noahxgarcia Got a link?,0,0
chrisnelder,2020-07-16 17:47:17,@DitheringWenger @ClarkWDerry So does this falling productivity per ft indicate that recent wells are less productive (suggesting that the sweet spots have been saturated and that drillers are moving to the periphery) or something else?,1,0
chrisnelder,2020-07-16 17:37:54,"@MichiganPSC @GovWhitmer @DanScripps @SallyTalberg Congratulations, Dan!",1,0
chrisnelder,2020-07-15 23:13:04,ALL YOUR TWETE ARE BELONG TO US,43,2
chrisnelder,2020-07-15 21:51:26,"@zcolman I've taken to putting ""telephone only - no video"" in my invitations to calls. Give everybody (including me) a break with the constant videoing, videoing, videoing, enough with the videoing awready.",6,0
chrisnelder,2020-07-15 18:04:38,"Interesting to see this chatter about Deep Adaptation and doomerism, as our current @TransitionShow episode is a discussion with @AukeHoekstra about just that aspect of the Michael Moore film, Planet of the Humans. https://t.co/RpjbIm3GBC https://t.co/U5BwwKh1Gv",7,2
chrisnelder,2020-07-15 01:59:59,Qantas never crashed https://t.co/M5EvJt15vG,4,0
chrisnelder,2020-07-13 17:28:10,@jimaley https://t.co/WWoWhiqps5,3,0
chrisnelder,2020-07-13 01:16:50,@alexqgb WTF,0,0
chrisnelder,2020-07-12 22:34:28,@benserrurier Apparently there is a very diverse group of people interested in this policy. https://t.co/oTZEBiENhk,0,0
chrisnelder,2020-07-12 22:24:08,@benserrurier It took me an embarrassingly long period of time before I figured out that all those BLM tweets I was seeing didn't indicate a sudden surge of interest in Bureau of Land Management policy.,2,0
chrisnelder,2020-07-12 22:22:29,@benserrurier Exactly.,0,0
chrisnelder,2020-07-12 22:16:37,@benserrurier This really isn't helping my ongoing BLM confusion.,1,0
chrisnelder,2020-07-12 20:06:20,@SolarFred Thanks Tor!,2,0
chrisnelder,2020-07-12 02:44:36,"@daveregrets Slice lengthwise, hollow out; fill with sautéed whatever; top with breadcrumbs &amp; butter; bake.",2,0
chrisnelder,2020-07-12 02:38:12,@maoxian Not sure what your point is.,0,0
chrisnelder,2020-07-12 01:57:50,https://t.co/MGjvOWPbSK https://t.co/V7ZHgbWsYV,8,1
chrisnelder,2020-07-11 23:58:21,@CostaSamaras There we go....,3,0
chrisnelder,2020-07-11 23:20:32,@CostaSamaras For your repertoire.... https://t.co/1lr28Xpsuq,2,0
chrisnelder,2020-07-11 23:19:08,@davidfickling In 1986 I saw the Red Hot Chili Peppers play at a club that couldn't have seated more than 100 people.,1,0
chrisnelder,2020-07-11 21:38:21,Just going over our @TransitionShow quarterly results with @jritch and it turns out that this month we hit our ONE MILLIONTH download! Amazing. Thank you all for your support! https://t.co/CBIM1IIudt,46,1
chrisnelder,2020-07-11 18:47:29,@RoteringFrank @TransitionShow @AukeHoekstra Hm. Did you watch the film?,0,0
chrisnelder,2020-07-11 17:03:40,@AukeHoekstra @jritch https://t.co/dMyvdtnVzh,2,0
chrisnelder,2020-07-11 16:34:48,"If you watched Planet of the Humans and it sullied your view of #energytransition, this episode is for you. It wasn't about energy transition at all. https://t.co/FNZT5acaIS",29,5
chrisnelder,2020-07-11 16:31:56,"@zjmillimet No doubt. I don't think any of the energy tribes have a defensible claim to the truth, so I think there's value in at least identifying the tribes and what they believe and trying to locate oneself in the framework somewhere. At least it builds appreciation for other perspectives",1,0
chrisnelder,2020-07-11 16:29:28,@Rory_Johnston Clever solution!,1,0
chrisnelder,2020-07-11 16:16:29,"@BernardMcCarty @TransitionShow @AukeHoekstra Years ago, I swore that I would never waste another second of my life debunking his BS, and I plan to stick to that. I have wasted too many hours on it already. Life is too short.",4,1
chrisnelder,2020-07-11 06:34:21,"@alexqgb You’re halfway to being eligible for casting in Pirates of the Caribbean 7, so why stop now.",4,0
chrisnelder,2020-07-11 02:02:01,And here I thought nobody was commuting anymore…,14,0
chrisnelder,2020-07-11 00:35:08,@Fitz_ly A life that doesn't allow time to cook for oneself is nothing to celebrate. It's a life impoverished.,0,0
chrisnelder,2020-07-10 22:42:29,"@bradplumer @JosephMajkut Oh, you kid now, but...",1,0
chrisnelder,2020-07-10 19:44:08,@Eaterofsun Seems the kind of thing that would be up your street. https://t.co/wxJdV1IG11,1,0
chrisnelder,2020-07-10 19:33:53,@YeyeLobet @jimprall https://t.co/oRb2w9397P,0,0
chrisnelder,2020-07-10 19:31:36,"@jimprall @YeyeLobet There were no civic displays. Those were all set off by individuals. And many of them were not small, by any measure.",0,0
chrisnelder,2020-07-10 18:07:32,"In my experience, amicus briefs may be amicus, but they're rarely brief.",10,0
chrisnelder,2020-07-10 17:55:12,@EricHolthaus Total waste of time. Don't feed the troll.,10,1
chrisnelder,2020-07-10 17:38:40,"@GavinBade Re: the CEO of Rivian: ""Scaringe’s Twitter account remains unverified"" https://t.co/K1FpZuQP1K",1,0
chrisnelder,2020-07-10 16:59:28,"@DustinMulvaney @AukeHoekstra Ahh. OK thanks. I didn't realize that...  thanks for the correction! Those power tower shots in the film were from Ivanpah though, no?",1,0
chrisnelder,2020-07-10 16:50:56,@DustinMulvaney @AukeHoekstra Good to know... but are you offering that as a correction to something we said? Not sure what your point is here. Or I missed it...,1,0
chrisnelder,2020-07-10 16:49:26,@jespers_konto @AukeHoekstra Thanks Jespers. I think those who really care bout energy transition have learned by now that this film has nothing to offer.,0,0
chrisnelder,2020-07-10 16:31:25,@DustinMulvaney @AukeHoekstra Thanks Dustin - your feedback almost got lost downstream in my feed here! I will check out your essay on neo-Malthusianism. What was your point here about Solar One and Two vs. Ivanpah though?,0,0
chrisnelder,2020-07-10 16:26:09,"If you're an educator looking for online coursework to help you teach the #energytransition, check out our @TransitionShow site licenses here: https://t.co/JitKROScRi Over a dozen universities now license the show for their profs, like this one here: https://t.co/IF7bztH7l5",9,0
chrisnelder,2020-07-10 06:51:50,@theMegnetic @TransitionShow Sweet! 👍,1,0
chrisnelder,2020-07-09 22:09:19,@andreasgraf Thanks Andreas! Glad you found it worthwhile. cc @AukeHoekstra,2,0
chrisnelder,2020-07-09 06:14:31,"@theMegnetic @TransitionShow @Jesse_Burton @Holle_Wlokas Well, we talked at length about LCA in Ep 59 https://t.co/A2CGlj7jLr 
And mentioned LCOE in these episodes 

https://t.co/QBDQsaEnnx+",2,0
chrisnelder,2020-07-09 05:17:39,"@Alheri @Ed_Crooks @Oil_addiction @MichaelEWebber @ElephantEating Oops copy/paste error, meant to give you the link: https://t.co/IUG90n19wB",1,0
chrisnelder,2020-07-09 05:15:26,"@Alheri @Ed_Crooks @Oil_addiction @MichaelEWebber @ElephantEating Natural gas is often represented on utility bills in therms (th or thm). A therm is 100,000 Btu. Natural gas is often represented on utility bills in therms (th or thm). A therm is 100,000 Btu, or about 100 cf.",1,0
chrisnelder,2020-07-09 03:53:10,@Ed_Crooks @MichaelEWebber @Alheri @ElephantEating 🤣 🤣,2,0
chrisnelder,2020-07-09 03:47:50,"@Ed_Crooks @MichaelEWebber @Alheri @ElephantEating Fine with me. And can we start with anyone who says ""fracked gas?""",2,0
chrisnelder,2020-07-09 03:46:30,"@Ed_Crooks @MichaelEWebber @ElephantEating LOL. My favorite bit was ""and that's a yotta joules!"" https://t.co/0LX5zHtfhj",2,0
