date,price,uup,gdp,prod,vader
2020-02-23,52.08,26.836666666666666,96.22871120618359,13024.137931034482,-0.02943636363636364
2020-02-24,51.43,26.84,96.05862163751665,13020.689655172413,0.07185833333333332
2020-02-25,49.9,26.76,95.88853206884971,13017.241379310344,0.0817265306122449
2020-02-26,48.73,26.78,95.71844250018277,13013.793103448275,0.017527777777777784
2020-02-27,47.09,26.62,95.54835293151584,13010.344827586207,0.01820333333333331
2020-02-28,44.76,26.53,95.37826336284888,13006.896551724138,0.07094883720930233
2020-02-29,44.665,26.483333333333334,95.20817379418195,13003.448275862069,0.12366363636363636
2020-03-01,44.57,26.436666666666667,95.03808422551501,13000.0,0.06807222222222224
2020-03-02,46.75,26.39,94.93700283001962,12970.967741935483,0.019580000000000004
2020-03-03,47.18,26.28,94.83592143452425,12941.935483870968,-0.03487727272727272
2020-03-04,46.78,26.37,94.73484003902887,12912.90322580645,0.1603753246753247
2020-03-05,45.9,26.17,94.6337586435335,12883.870967741936,0.11216229508196719
2020-03-06,41.28,26.02,94.53267724803811,12854.838709677419,0.00988676470588235
2020-03-07,36.91,25.926666666666666,94.43159585254274,12825.806451612903,0.06206730769230768
2020-03-08,32.54,25.833333333333332,94.33051445704736,12796.774193548386,0.08937926829268295
2020-03-09,31.13,25.74,94.22943306155199,12767.741935483871,0.01701261261261267
2020-03-10,34.36,26.12,94.1283516660566,12738.709677419354,0.049648214285714296
2020-03-11,32.98,26.16,94.02727027056123,12709.677419354839,-0.0004830769230769207
2020-03-12,31.5,26.44,93.92618887506585,12680.645161290322,0.06495274725274726
2020-03-13,31.73,27.44,93.82510747957048,12651.612903225807,0.1406409836065574
2020-03-14,31.07,27.14666666666667,93.72402608407509,12622.58064516129,0.06312678571428572
2020-03-15,30.41,26.85333333333333,93.62294468857972,12593.548387096775,0.09066216216216216
2020-03-16,28.7,26.56,93.52186329308434,12564.516129032258,0.0605654761904762
2020-03-17,26.95,27.03,93.42078189758897,12535.483870967742,0.05337788461538463
2020-03-18,20.37,27.44,93.31970050209358,12506.451612903225,0.04047867647058823
2020-03-19,25.22,28.09,93.21861910659821,12477.41935483871,0.04540377358490565
2020-03-20,22.43,28.01,93.11753771110283,12448.387096774193,0.01098709677419355
